app_id,app_name,review_text,review_score,review_votes
10,Counter-Strike,Prós - Não há caixas onde você possa desperdiçar seu dinheiro. - Você não paga pelos mapas extras. - Menos russos. - Menos trapaceiros. - Jogo muito vivo (após 16 anos). - Mais de 11.000 servidores ativos (de acordo com Gametracker).  - Você não precisa de um PC para jogar (você pode executá-lo em uma calculadora). - Mais mods do que jogos no Steam. - Você pode pulverizar no jogo. - Você pode comprar MP5. - Você pode usar Lanterna e Visão Noturna. - Você pode escolher um personagem. - Você pode jogar o mod Assassination. - Você pode usar o Bunnyhop. - Você pode jogar CSGO MOD.  E outras coisas que não lembro....,1,1
10,Counter-Strike,**Entra em um servidor CS 1.6** ** Cheio de pessoas que não falam inglês**,1,1
10,Counter-Strike,"Só escrevo isso por causa da nostalgia que sinto. O jogo que me deu paixão por atiradores. Sem dúvida, na minha opinião, o melhor jogo da história.  Este jogo, não consigo explicar quantas emoções ele causou a mim e a milhares ou milhões de outros jogadores.  Cs 1.6, por favor, permaneça vivo.   Prós-Tudo Contras-Nada",1,1
10,Counter-Strike,"'Bloquear e carregar.' 'Vai! Vai! Vai!' 'Fogo no buraco!' 'A bomba foi plantada.' 'Contra-terroristas/terroristas vencem.'  É incontável quantas vezes essas poucas frases ecoaram em cibercafés de todo o mundo. Muitos passavam dias em frente à tela do computador, manipulando as teclas WASD com a mão esquerda e girando o mouse com a direita. As pessoas gritam e franzem a testa, aplaudem e zombam enquanto unem sua personalidade cibernética e os colocam contra outro time. Não importa quem ganhou, quem perdeu, quem conseguiu matar a maioria dos adversários e quem morreu mais, pois tudo será embaralhado e reiniciado quando uma nova partida começar. O importante é que, para quem faz parte da equipa, este jogo de computador seja a sua realidade. Essas personas na tela do computador são suas verdadeiras identidades. Isto é contra-ataque.   Originalmente uma modificação (mod em resumo) feita para o aclamado Half-Life da Valve, Counter-Strike ganhou muito destaque desde seu lançamento inicial. É um dos primeiros e definitivamente um dos jogos de computador multijogador mais aclamados pela crítica de todos os tempos. É também o jogo utilizado em muitas competições profissionais de esportes eletrônicos, como a ESEA League. É claro que isso não coloca o Counter-Strike como um jogo “apenas profissional”, já que tem sido apreciado por muitos desde o seu lançamento.  Começar com o Counter-Strike é simples. Você começa em uma das duas equipes: Contra-Terroristas ou Terroristas. Antes do início da rodada, você terá que comprar sua própria arma no mercado, nomeadamente as famosas AK47, M4A1, Desert Eagle, MP5, AWP e muitas mais. Não me perguntem porque é que os contra-terroristas (nomeadamente a polícia) têm de comprar a sua própria arma e que terão de sair com as suas péssimas pistolas Colt. Talvez o governo tenha feito alguns cortes orçamentais e os SWAT tenham de comprar as suas próprias armas. Ninguém sabe, mas pelo menos isso vai equilibrar o jogo. Além disso, você pode usar equipamentos como granadas altamente explosivas, Flash-bangs (não recomendado para iniciantes), granadas de fumaça, capacetes e kevlars. Você também pode pegar um kit de desarme se estiver jogando do lado do contra-terrorista, mas normalmente vamos roubá-lo de companheiros de equipe mortos. Ah, e você receberá uma faca de graça. Não se preocupe com isso, pois provavelmente você o usará para executar em vez de qualquer outra coisa.  A jogabilidade também é bastante simples. Existem vários mods de jogo. Os mais jogados são os mapas Bomb Defusal, como o famoso de_dust, os mapas Hostage Rescue, como cs_assault, os mapas VIP Escorting e os mapas Kill Them All, como os personalizados fy_iceworld e awp_map. Como todos os jogos de tiro em primeira pessoa multijogador, você precisará de boa coordenação e comunicação com seus companheiros de equipe se quiser vencer. Não se preocupe com isso, porque se você é novo, fique por aqui e ouça o que os outros têm a dizer. Apenas lembre-se, você não é John Rambo, você tem apenas 100 HP, e uma bala perdida de um rifle de precisão (AWP) causará mais dano do que isso.  Com o passar do tempo, o mecanismo do Counter-Strike tornou-se desatualizado. Claro, o legado do Counter-Strike continua através de seus sucessores, como Counter-Strike: Condition Zero, Counter-Strike: Source, Counter-Strike Online (apenas na Ásia) e, o mais novo de todos, Counter-Strike: Global Offensive. Ao longo dos anos, o Counter-Strike evoluiu para se tornar o que é hoje, enquanto a sua lenda permanece. Juntamente com Half-Life e (talvez) Team Fortress Classic, Counter-Strike não só ajudou a Valve a prosperar como empresa de jogos, mas também definiu o que deveria ser o First Person Shooter.",1,0
10,Counter-Strike,10/10 Eu tatuaria 'Fire in the hole' no meu ♥♥♥.  De novo.,1,1
10,Counter-Strike,É um jogo legal...,1,1
10,Counter-Strike,'O Counter-Strike original é a cocaína crua e sem cortes dos atiradores' - Honest Game Trailers,1,1
10,Counter-Strike,"Belo jogo da velha escola! Counter-Strike é um jogo muito legal, mas agora podemos jogar a série CS de jogos como CS:Source e CS:GO... Não posso dizer qual jogo é melhor, a escolha é sua. Mas não posso esquecer esse jogo como na minha infância, obrigado ao VaLVE por isso!",1,1
10,Counter-Strike,Eu tentei algumas vezes.,1,1
10,Counter-Strike,"Com apenas cerca de 4.000 horas de jogo (mais alguns milhares antes do Steam), talvez não seja digno de avaliar este jogo.  Então vou deixar em: recomendado.",1,1
10,Counter-Strike,"Counter-Strike é uma ótima série. Embora a verdadeira mudança que eles fizeram tenha sido no CS:GO, Counter-Strike tem sido um dos meus jogos FPS favoritos de todos os tempos. Se você prefere um jogo de tiro rápido, este jogo não é para você.  Counter-Strike pode ter momentos emocionantes onde é você VS 5 outros, ou onde você não tem nenhum kit de desarme com apenas alguns segundos restantes para desarmar a bomba. Uma versão comparável do tipo de jogo de desarme do Counter-Strike é o Call Of Duty 'Search and Destroy'",1,0
10,Counter-Strike,"Este jogo é como uma infecção, você não pode desinstalá-lo.",1,1
10,Counter-Strike,"Comparado ao CS:GO, isso é ouro puro. Entrei em um servidor francês onde perguntei se eles falavam inglês, e eles falaram. Alguém disse sem pressa e todos ouviram. A comunidade é muito mais amigável e o jogo não é sobre como a Volvo pode ganhar mais dinheiro.",1,1
10,Counter-Strike,gostei do jogo por apenas alguns minutos...,1,1
10,Counter-Strike,"A primeira paixão, você simplesmente não consegue esquecê-la",1,1
10,Counter-Strike,-Sem lag -Nenhum russo dizendo ♥♥♥♥ ♥♥♥♥♥ -Clássico -Sem skin cara -Não há necessidade de subir de ranking -Barato -muito servidor ótimo Rip-Sem spray pornô ;(,1,1
10,Counter-Strike,"Depois de 17 anos (13 se você quiser contar a partir do Steam 1.6), ainda existem 2.976 servidores em execução.   Nuff disse.",1,1
10,Counter-Strike,"Nomeação para o Steam Awards 2016 (revisão do emblema) Quando vi a categoria de prêmio “Just 5 More Minutes” :: flashback instantâneo e flashback instantâneo. suor frio.. Ano; 2005, relógio; por volta das 19h. Amanhã é dia de aula e estou em um cibercafé local jogando com alguns amigos :: Counter Strike 1.6 :: o tempo voa, você sabe como, é CS. Toques de celular; constantemente. 'Sim, estou voltando para casa, só preciso terminar a partida, 5 minutos no máximo'. Estou perdendo... um grande momento. Pulei algumas ligações depois (grande erro) por causa da partida. Resumindo, cheguei atrasado e houve consequências. Saí com pressa depois e não paguei a taxa líquida, pelo menos não naquele dia. Tempo; 1+ da manhã, fim do jogo.",1,1
10,Counter-Strike,Este jogo nunca envelhecerá &lt;3,1,1
10,Counter-Strike,É uma verdadeira lenda.. lenda dos jogos para PC,1,1
10,Counter-Strike,Não há nada a dizer sobre isso... :) Lenda,1,1
10,Counter-Strike,"Começando como um pequeno mod fofo baseado no mecanismo GoldSrc, um mecanismo Quake fortemente modificado, o legado do Counter-Strike continua em conflito por uma década e meia. Inicialmente desenvolvido e lançado em cima de uma modificação do Half-Life, com a inspiração no forte tema do desenvolvedor e na intriga pela guerra militar e pelo terrorismo, o sucesso do mod foi imediatamente uma maravilha de se ver; vendendo mais de 25 milhões de unidades como um todo na franquia Counter-Strike.  Nos mapas e diversos cenários ambientados ao redor do globo, os jogadores assumem o papel de soldados em duas equipes, contra-terroristas e terroristas. Ambos com uma tarefa, dependendo diferentemente da missão. Cenários de bomba, a equipe terrorista deve plantar uma bomba, em um local seguro, enquanto os contra-terroristas devem revidar e, finalmente, desarmar a bomba, se ela tiver sido plantada. Cenários de reféns é onde os contra-terroristas devem resgatar um grupo de reféns detidos pelos terroristas. Com ambos os modos, tornou-se uma campanha tradicional ao longo do tempo em diferentes sequências.  O jogador, dependendo do time ao qual foi designado, pode mudar sua classe em oito modelos de personagens diferentes, além de comprar armamentos e equipamentos, como armaduras e granadas para ajudar contra o time adversário. Quando a rodada está prestes a começar, você fica no “tempo de congelamento”, que lhe permite comprar coisas com o dinheiro que ganhou matando oponentes nas rodadas anteriores. É claro que isso dá aos jogadores o tempo necessário para escolher sabiamente quantas estratégias eles executarão e se terão sucesso em comparação com seus oponentes.   Este jogo também é altamente personalizável por parte do jogador. O jogo oferece opções que permitem ao usuário instalar ou criar suas próprias skins personalizadas, gráficos em spray, sprites, efeitos sonoros e HUDS que podem ser usados ​​​​no jogo. Esqueci de mencionar que modding é possivelmente uma das maiores coisas que tornam o Counter-Strike um jogo tão versátil para começar.  Não tenho muito o que reclamar desse jogo, a não ser que ele se tornou um dos maiores alvos de hackers e trapaceiros, desde o seu lançamento. Aimbots, que direcionam automaticamente outros jogadores enquanto o jogador deve mirar e atirar naturalmente, é apenas uma das muitas trapaças que os jogadores executaram. Wallhacks, que permite ao jogador ver através das paredes através da obra, exibindo objetos que possuem texturas translúcidas e podem ver facilmente os alvos através deles, enquanto a equipe adversária não tem ideia de sua própria perspectiva. Para mim, a trapaça neste jogo agora tem mais a ver com experimentação do que com trapaça em geral.   Há um significado diferente quando se trata de algo desatualizado e antiquado. A velha escola tem um valor nostálgico, algo que vai garantir que você volte a colocar um sorriso no rosto de todas essas lembranças passadas que você viveu e é isso que o primeiro título de Counter-Strike envolve. Desatualizado, sendo algo para o qual você particularmente não quer voltar, enquanto há o famoso remake, Counter-Strike: Source, que roda no motor Source mais poderoso e excessivamente reciclado, permitindo melhores capacidades gráficas e de comunicação. No entanto, se você está procurando o brilho original que está queimando na série Counter-Strike, este jogo é definitivamente para você.  E pensar que todo esse sucesso da série Counter-Strike começou como um pequeno mod. Prova de como algo tão pequeno pode criar algo tão grande. Recomendado.",1,1
10,Counter-Strike,"Este jogo é diferente de outros jogos de contra-ataque. Este jogo requer um tipo diferente de habilidade. Você tem que se acostumar com o recuo de cada arma. Você também deve se familiarizar com os diferentes pontos de vantagem de cada mapa. Pessoalmente, acho que este é o melhor jogo de contra-ataque.",1,1
10,Counter-Strike,"Lamento dizer sobre outros jogos, mas com o Counter-Strike 1.6 tive a melhor experiência de jogo da minha vida.",1,1
10,Counter-Strike,"Eu me diverti muito com esse jogo. Os gráficos estão desatualizados, mas a comunidade ainda está aqui para apoiá-los.",1,1
10,Counter-Strike,melhor sequência de Pokémon desde Skyrim,1,1
10,Counter-Strike,"Ah, foi aqui que tudo começou.. A meca do cenário competitivo online.. Ainda me lembro de fazer minhas aulas extras e jogar esse jogo no bunker de um centro de jogos, durante meus tempos de escola. Não pensei que isso iria criar raízes dentro de mim, que iria frutificar, alguns anos depois.  Chegaram os anos de pós-graduação, e me vi jogando isso de novo, desta vez .. em um nível competitivo e garantindo que me divertisse, todo o tempo que passei assobiando com isso .. Boas lembranças antigas .. Ainda crescendo forte .. Ainda ganhando mais e mais, à medida que continuamos caminhando pela vida ..",1,1
10,Counter-Strike,"O jogo que começou tudo. Eu adoro o Global Offensive, mas sempre volto para o 1.6 por causa do sentimento hardcore e old-school.  Eu nem sei por que estou recomendando isso, porque obviamente todos vocês têm isso... Certo?",1,1
10,Counter-Strike,"Se você não gosta do 1.6, você pode chupar algumas bolas",1,1
10,Counter-Strike,Joguei 60 fps com um laptop de 20 dólares. top kek companheiro,1,1
10,Counter-Strike,Gráficos não são tudo! :) Amor da velha escola.,1,1
10,Counter-Strike,"Velho, mas dourado. Eu realmente posso recomendá-lo para novos jogadores de CS GO em ascensão!",1,1
10,Counter-Strike,"Counter-Strike é um jogo de tiro em primeira pessoa da Valve, o primeiro da série Counter-Strike.  Jogue o jogo de ação online número 1 do mundo. Envolva-se em um tipo de guerra terrorista incrivelmente realista neste jogo de equipe extremamente popular. Alie-se a companheiros de equipe para completar missões estratégicas. Elimine locais inimigos. Resgatar reféns. Sua função afeta o sucesso de sua equipe. O sucesso da sua equipe afeta o seu papel.  Counter-Strike é um jogo baseado em rodadas onde você joga como contra-terrorista ou como terrorista. Como contra-terrorista, sua tarefa é impedir que o terrorista plante uma bomba e a detone ou resgate reféns capturados e conduza-os à zona de resgate de reféns, enquanto a equipe terrorista deve fazer o oposto. As armas têm recuo forte, então você não pode simplesmente pulverizar e orar, o fogo curto pode salvá-lo em situações críticas. Antes do início da rodada, você pode e precisa comprar armas e equipamentos com dinheiro, você ganha dinheiro vencendo a rodada ou matando o time inimigo. Esse tipo de jogabilidade incentiva o trabalho em equipe.",1,1
10,Counter-Strike,"Este jogo é lendário. Isso começou em 1999 e não perdeu o prazer de jogá-lo. Os gráficos não são dos melhores, é um jogo antigo, mas é DIVERTIDO! Esse era o objetivo do jogo! É um dos melhores jogos de tiro em primeira pessoa do mundo, não sou eu que estou dizendo isso, no mundo todo as pessoas consideram Counter Strike 1.6 um dos melhores jogos de tiro. E teve lans e grandes eventos até o CS:GO aparecer em 2012. Ainda é jogado por MUITAS pessoas. 17 anos e ainda arrasa!!",1,1
10,Counter-Strike,"*Entra no jogo *Define os requisitos do servidor *Entra em um servidor *Vazio *Entra em outro servidor *Amaldiçoado em espanhol rápido *Pede dicas, diz 'Eu jogo CS:GO' *É amaldiçoado em mais um pouco *Consegue uma morte *VOCÊ FOI EXCUTIDO DESTE SERVIDOR*",1,1
10,Counter-Strike,Este é um ótimo jogo com uma ótima comunidade. Eu até possuo o disco original http://steamcommunity.com/sharedfiles/filedetails/?id=772601842,1,1
10,Counter-Strike,"Um dos meus jogos favoritos de todos os tempos! Você nunca fica entediado jogando isso. Você pode não achar seus gráficos muito legais de acordo com o padrão atual; mas, velho é ouro!",1,1
10,Counter-Strike,tão velho! ainda é uma história melhor do que Crepúsculo.,1,1
10,Counter-Strike,Este jogo é incrível.  + ainda muitos servidores completos de todos os países + você pode encontrar muitos amigos neste jogo - Gráficos inacreditavelmente feios (♥♥♥♥ isso. este jogo tem 15 anos.),1,1
10,Counter-Strike,"Quase estraguei meus exames no ensino médio (1999/2000), quando estava fazendo formação profissional (2001-2003) e na universidade (2004-2009) por jogar muito cs... Ótimo jogo, arriscaria meu futuro novamente! 10/10",1,1
10,Counter-Strike,"2k9 --&gt; 2k16 :'( Tanto tempo, muitas lembranças :'(",1,1
10,Counter-Strike,'Jogando desde 2006 (não Steam/Steam) mais de 3 mil horas' outros: depois de todo esse tempo? eu: sempre.,1,1
